Paso,Posicion_X,Posicion_Y,Velocidad_X,Velocidad_Y
890,-452.168,-3.9495,-111.15,-5.9
891,-453.281,-4.0086,-111.285,-5.91
892,-454.395,-4.0678,-111.42,-5.92
893,-455.511,-4.1271,-111.555,-5.93
894,-456.628,-4.1865,-111.69,-5.94
895,-457.746,-4.246,-111.825,-5.95
896,-458.866,-4.3056,-111.96,-5.96
897,-459.987,-4.3653,-112.095,-5.97
898,-461.109,-4.4251,-112.23,-5.98
899,-462.233,-4.485,-112.365,-5.99
900,-463.358,-4.545,-112.5,-6
901,-464.484,-4.6051,-112.635,-6.01
902,-465.612,-4.6653,-112.77,-6.02
903,-466.741,-4.7256,-112.905,-6.03
904,-467.871,-4.786,-113.04,-6.04
905,-469.003,-4.8465,-113.175,-6.05
906,-470.136,-4.9071,-113.31,-6.06
907,-471.27,-4.9678,-113.445,-6.07
908,-472.406,-5.0286,-113.58,-6.08
909,-473.543,-5.0895,-113.715,-6.09
910,-474.682,-5.1505,-113.85,-6.1
911,-475.822,-5.2116,-113.985,-6.11
912,-476.963,-5.2728,-114.12,-6.12
913,-478.105,-5.3341,-114.255,-6.13
914,-479.249,-5.3955,-114.39,-6.14
915,-480.395,-5.457,-114.525,-6.15
916,-481.541,-5.5186,-114.66,-6.16
917,-482.689,-5.5803,-114.795,-6.17
918,-483.838,-5.6421,-114.93,-6.18
919,-484.989,-5.704,-115.065,-6.19
920,-486.141,-5.766,-115.2,-6.2
921,-487.294,-5.8281,-115.335,-6.21
922,-488.449,-5.8903,-115.47,-6.22
923,-489.605,-5.9526,-115.605,-6.23
924,-490.763,-6.015,-115.74,-6.24
925,-491.921,-6.0775,-115.875,-6.25
926,-493.081,-6.1401,-116.01,-6.26
927,-494.243,-6.2028,-116.145,-6.27
928,-495.406,-6.2656,-116.28,-6.28
929,-496.57,-6.3285,-116.415,-6.29
930,-497.735,-6.3915,-116.55,-6.3
931,-498.902,-6.4546,-116.685,-6.31
932,-500.07,-6.5178,-116.82,-6.32
933,-501.24,-6.5811,-116.955,-6.33
934,-502.411,-6.6445,-117.09,-6.34
935,-503.583,-6.708,-117.225,-6.35
936,-504.757,-6.7716,-117.36,-6.36
937,-505.932,-6.8353,-117.495,-6.37
938,-507.108,-6.8991,-117.63,-6.38
939,-508.286,-6.963,-117.765,-6.39
940,-509.465,-7.027,-117.9,-6.4
941,-510.645,-7.0911,-118.035,-6.41
942,-511.827,-7.1553,-118.17,-6.42
943,-513.01,-7.2196,-118.305,-6.43
944,-514.194,-7.284,-118.44,-6.44
945,-515.38,-7.3485,-118.575,-6.45
946,-516.567,-7.4131,-118.71,-6.46
947,-517.755,-7.4778,-118.845,-6.47
948,-518.945,-7.5426,-118.98,-6.48
949,-520.136,-7.6075,-119.115,-6.49
950,-521.329,-7.6725,-119.25,-6.5
951,-522.523,-7.7376,-119.385,-6.51
952,-523.718,-7.8028,-119.52,-6.52
953,-524.914,-7.8681,-119.655,-6.53
954,-526.112,-7.9335,-119.79,-6.54
955,-527.312,-7.999,-119.925,-6.55
956,-528.512,-8.0646,-120.06,-6.56
957,-529.714,-8.1303,-120.195,-6.57
958,-530.917,-8.1961,-120.33,-6.58
959,-532.122,-8.262,-120.465,-6.59
960,-533.328,-8.328,-120.6,-6.6
961,-534.535,-8.3941,-120.735,-6.61
962,-535.744,-8.4603,-120.87,-6.62
963,-536.954,-8.5266,-121.005,-6.63
964,-538.166,-8.593,-121.14,-6.64
965,-539.378,-8.6595,-121.275,-6.65
966,-540.592,-8.7261,-121.41,-6.66
967,-541.808,-8.7928,-121.545,-6.67
968,-543.025,-8.8596,-121.68,-6.68
969,-544.243,-8.9265,-121.815,-6.69
970,-545.462,-8.9935,-121.95,-6.7
971,-546.683,-9.0606,-122.085,-6.71
972,-547.905,-9.1278,-122.22,-6.72
973,-549.129,-9.1951,-122.355,-6.73
974,-550.354,-9.2625,-122.49,-6.74
975,-551.58,-9.33,-122.625,-6.75
976,-552.808,-9.3976,-122.76,-6.76
977,-554.037,-9.4653,-122.895,-6.77
978,-555.267,-9.5331,-123.03,-6.78
979,-556.499,-9.601,-123.165,-6.79
980,-557.732,-9.669,-123.3,-6.8
981,-558.966,-9.7371,-123.435,-6.81
982,-560.202,-9.8053,-123.57,-6.82
983,-561.439,-9.8736,-123.705,-6.83
984,-562.677,-9.942,-123.84,-6.84
985,-563.917,-10.0105,-123.975,-6.85
986,-565.158,-10.0791,-124.11,-6.86
987,-566.4,-10.1478,-124.245,-6.87
988,-567.644,-10.2166,-124.38,-6.88
989,-568.889,-10.2855,-124.515,-6.89
990,-570.136,-10.3545,-124.65,-6.9
991,-571.384,-10.4236,-124.785,-6.91
992,-572.633,-10.4928,-124.92,-6.92
993,-573.883,-10.5621,-125.055,-6.93
994,-575.135,-10.6315,-125.19,-6.94
995,-576.389,-10.701,-125.325,-6.95
996,-577.643,-10.7706,-125.46,-6.96
997,-578.899,-10.8403,-125.595,-6.97
998,-580.156,-10.9101,-125.73,-6.98
999,-581.415,-10.98,-125.865,-6.99
